timestamp,Temp_C,C_in_gNm3,Q_Nm3h,U1_kV,U2_kV,U3_kV,U4_kV,T1_s,T2_s,T3_s,T4_s,C_out_mgNm3,P_total_kW
2024/5/1 4:22,128,31.36,471020,59.6,56.4,49,52.2,226,207,368,396,50,1854.3
2024/5/1 4:23,125.5,36.92,468541,58.2,60,48.2,48,218,205,380,403,49.65,1841.5
2024/5/1 4:24,128.7,38.86,481280,61,60.2,48.9,50.8,232,217,392,403,50,1873.7
2024/5/1 4:25,130.8,36.39,471008,58.5,59.3,45.5,47.4,206,227,387,380,50,1799.5
2024/5/1 4:26,128.5,43.61,483553,58.2,59.2,48.6,49.5,228,215,393,402,50,1822.7
2024/5/1 4:27,127.1,35.97,487693,59.9,60.3,44.4,46.7,222,202,365,389,49.97,1842
2024/5/1 4:28,126.8,38.46,482809,62.4,59,46,48.1,207,227,405,393,50,1842.2
2024/5/1 4:29,127,39.9,474891,60.9,57.3,46.6,45.3,217,203,394,392,49.65,1811.1
2024/5/1 4:30,126.2,43.2,477797,60.3,59,44.9,49.6,218,235,409,390,50,1808.2
2024/5/1 4:31,127.7,36.02,464523,64.7,58.4,47,49.4,212,212,395,411,50,1883.4
2024/5/1 4:32,125.6,42.53,475707,57.7,59,49.1,46.6,212,203,397,378,50,1851.3
2024/5/1 4:33,124.5,39.67,469948,57.7,61,50.9,53,196,221,382,362,49.54,1943.9
2024/5/1 4:34,127.7,37.2,482440,59.5,56.8,47.5,48.7,206,210,380,388,50,1837.8
2024/5/1 4:35,127.4,40.83,497522,62.2,59.5,47.3,48.3,211,219,396,392,49.69,1865.8
2024/5/1 4:36,126.5,40.19,480992,57.3,56.7,48.4,46.6,207,215,395,385,49.85,1796.1
2024/5/1 4:37,125.5,38.2,461118,62.7,57.4,48.1,50.2,204,197,375,383,49.98,1915.5
2024/5/1 4:38,127.8,39.9,474212,56.3,62.4,46.6,46.8,227,213,406,403,49.81,1799.7
2024/5/1 4:39,125.9,38.77,478135,59,60.1,49.7,50.1,213,220,395,396,49.96,1873.3
2024/5/1 4:40,127.2,40.04,477908,59.6,59.5,48,46.9,240,215,389,425,49.74,1799.6
2024/5/1 4:41,130.1,41.42,471416,57.5,55.9,47.3,49.5,217,229,384,385,50,1789.1
2024/5/1 4:42,128.4,43.75,479278,58,58.8,47.5,48.2,227,218,404,399,50,1790.1
2024/5/1 4:43,125.4,36.71,467429,60.8,55.1,53.3,50.2,212,211,386,401,49.87,1893.7
2024/5/1 4:44,125.5,45.15,469863,62.1,59.3,50.2,46,206,217,398,391,50,1880
2024/5/1 4:45,127.7,34.95,482642,55,56.7,47.9,49.5,217,208,393,382,50,1790.5
2024/5/1 4:46,125.4,39.47,469404,59.6,60.4,43.7,46.7,230,218,388,394,49.65,1787.5
2024/5/1 4:47,124.5,41.34,481888,59,59.6,45.2,47.3,213,218,379,402,49.78,1801.9
2024/5/1 4:48,128.3,40.58,466679,59.5,56.8,48.8,49.8,220,199,410,387,50,1852.4
2024/5/1 4:49,128,38.34,491807,58.6,60,48,48.7,217,223,383,392,50,1839.6
2024/5/1 4:50,128.2,39.39,471547,56.7,63.4,46.3,49.4,213,241,385,393,50,1829.1
2024/5/1 4:51,127.9,38.7,476004,62.3,58.9,48.4,50.1,214,221,411,385,49.96,1874.5
2024/5/1 4:52,127.4,38.47,480491,61.6,61,47.1,49,202,190,394,410,50,1920.1
2024/5/1 4:53,126.5,42.08,473376,59.1,55.1,47.4,48.4,214,209,399,397,49.69,1801.5
2024/5/1 4:54,128.3,40.87,479099,58.3,60.2,48.3,46.6,222,199,413,393,49.82,1834.6
2024/5/1 4:55,129.8,38.26,482607,58.1,58.1,46.6,53,218,211,413,405,49.97,1831.5
2024/5/1 4:56,126.8,42.26,485741,54.1,58.7,45.9,49.7,217,223,388,397,50,1771.3
2024/5/1 4:57,126,40.79,484440,60,60.5,45.9,48.6,223,206,409,409,49.93,1837.6
2024/5/1 4:58,125.9,42.07,476786,60.9,58.8,47.8,48,217,237,376,385,50,1824.9
2024/5/1 4:59,126.3,41.63,477039,59.6,56.1,45.5,49.1,215,180,374,402,50,1843.4
2024/5/1 5:00,127.9,38,497057,59.1,62.4,53,48.6,223,211,396,395,49.49,1917.7
2024/5/1 5:01,124.4,38.69,485915,59.6,56.4,50.5,49.7,216,219,394,411,49.78,1842.9
2024/5/1 5:02,128.2,41.97,470993,57.6,57.6,50.1,47.5,212,200,403,407,50,1833.4
2024/5/1 5:03,128.6,41.65,479220,58.3,59.6,46.9,52,220,201,402,399,50,1854.8
2024/5/1 5:04,124.9,40.08,475790,59,59.6,47,50,214,223,403,399,50,1830.8
2024/5/1 5:05,126.1,40.44,477440,60.7,60.2,45.8,45,211,238,414,394,50,1800
2024/5/1 5:06,127.7,43.36,468738,62.1,59.6,52.3,49.2,216,239,419,409,50,1876.2
2024/5/1 5:07,127.4,38.7,475330,58.9,61.6,51.4,50.3,216,210,406,389,50,1908.5
2024/5/1 5:08,128.4,41.57,493169,57.2,60.3,50,46,201,231,395,395,49.32,1826.1
2024/5/1 5:09,127.4,39.71,483361,59.4,57,48.4,50.9,218,214,393,403,50,1828.9
2024/5/1 5:10,129.6,39.69,458850,63.4,54.1,47.9,49.9,237,226,395,386,50,1810.3
2024/5/1 5:11,127.2,42.99,488564,57.4,59.6,49.7,46.1,203,212,388,383,50,1842
2024/5/1 5:12,126.2,42.32,487598,61.1,62.3,51.9,48.3,208,201,406,406,49.82,1940.4
2024/5/1 5:13,126.1,42.31,476058,62,56.8,50,46.4,248,234,408,378,49.78,1781.3
2024/5/1 5:14,128.8,43.56,484721,58.6,57.3,46.5,50.4,205,237,388,406,50,1807.6
2024/5/1 5:15,127.7,40.36,472158,58,60.1,47.2,46.6,230,210,393,391,50,1809.9
2024/5/1 5:16,128.7,42.03,475322,60.5,60.3,49.6,46.8,212,226,374,381,50,1873.3
2024/5/1 5:17,128.6,39.56,491123,60.1,61.6,47,48.9,215,213,394,412,50,1861.3
2024/5/1 5:18,124.7,41.17,477011,60.8,62.7,47.7,52.8,213,241,396,374,50,1915.1
2024/5/1 5:19,126,40.05,464277,63.5,59.9,51.7,51.1,220,197,382,409,50,1968.2
2024/5/1 5:20,126.2,40.63,478779,59.7,57.5,48.1,46.7,196,213,389,430,49.81,1831.3
2024/5/1 5:21,126.5,41.89,478707,57,57.6,45.5,46.2,217,197,382,416,49.96,1776.2
2024/5/1 5:22,127.1,38.37,488972,59.5,58.3,54.5,47.5,210,196,377,392,50,1921.4
2024/5/1 5:23,129.3,45.66,479550,59.9,61.5,50.9,45.9,192,213,413,414,50,1896.3
2024/5/1 5:24,129.6,37.93,476112,61.9,58.4,48.6,50.3,228,209,377,409,50,1870.4
2024/5/1 5:25,127.3,37.43,487895,59,61.3,48.7,50,189,203,397,386,49.61,1931.8
2024/5/1 5:26,127.4,43.37,480551,58.6,56.4,44.5,50.5,241,225,407,384,50,1755.5
2024/5/1 5:27,126.7,42.47,473634,56.7,60,47.9,48.8,222,230,413,399,49.78,1790.5
2024/5/1 5:28,127.9,42.07,488923,60.5,57.9,47.2,49,198,221,383,402,50,1846.8
2024/5/1 5:29,128.1,42.1,481282,66.1,60.5,48.9,46.6,231,192,411,408,49.76,1915.7
2024/5/1 5:30,129,40.51,479805,59,58.9,52,49.3,206,219,398,408,49.89,1878.7
2024/5/1 5:31,129,38.31,481254,60.3,61,49.6,51.2,206,219,402,398,50,1920
2024/5/1 5:32,124.4,40.76,471315,58.3,58.6,52.8,47.9,193,205,417,390,50,1900.6
2024/5/1 5:33,127.6,38.89,475708,56.9,59.4,45.9,49.5,204,219,403,407,50,1810
2024/5/1 5:34,129.9,43.04,480007,60.3,61.1,45.6,48.9,206,209,385,409,49.95,1857.3
2024/5/1 5:35,127.2,40.25,478470,59.5,59.2,51.2,47.7,225,205,371,397,50,1875.1
2024/5/1 5:36,129.6,38.57,490255,54.7,59.6,48.9,49.8,229,201,403,393,50,1818.4
2024/5/1 5:37,127.4,39.85,481863,62.7,61,49.7,52.4,200,225,401,390,49.7,1957.7
2024/5/1 5:38,128.1,41.7,487012,60.3,59.3,48.7,51.5,218,230,386,378,49.88,1877.6
2024/5/1 5:39,126.2,39.27,480296,59.6,56.3,49.1,47.1,193,213,398,387,50,1852.8
2024/5/1 5:40,126.3,38.64,488720,58.6,58.3,50.1,49,218,227,379,413,50,1830.2
2024/5/1 5:41,129,41.32,483498,60.3,55.6,49.2,50.2,241,233,400,396,50,1793.4
2024/5/1 5:42,129.2,41.34,480473,60.4,59,47.6,48.9,194,217,380,389,49.8,1882.8
2024/5/1 5:43,128,39.47,480307,60.3,60.4,53.4,46.2,203,214,410,395,50,1897.8
2024/5/1 5:44,126.1,39.58,472826,61.6,59.7,48.9,47.2,224,221,421,391,50,1853.2
2024/5/1 5:45,128,41.35,484565,62.1,62.3,48.3,50,225,205,399,401,49.9,1911
2024/5/1 5:46,129.8,37.17,480235,63.5,62.1,48.1,52.6,204,222,401,392,50,1970.2
2024/5/1 5:47,130.6,37.28,476589,57.8,60,49.4,47.5,233,217,403,395,50,1820.1
2024/5/1 5:48,127.5,39.02,489504,58.4,54.7,48.3,46.8,205,199,399,371,50,1814.7
2024/5/1 5:49,125.5,40.3,470698,60.2,60.8,44.7,51,235,200,383,384,49.86,1866
2024/5/1 5:50,129.2,41.63,477367,58,58,48.3,49.2,221,203,413,400,49.79,1829.8
2024/5/1 5:51,127.6,44.55,489016,58.3,61.3,46.6,48,230,221,401,394,49.87,1804.8
2024/5/1 5:52,129.4,43.02,483366,60.5,60.1,49.3,48.4,220,211,403,403,50,1857.5
2024/5/1 5:53,128.4,40.49,480506,61.3,60.8,48.7,48.5,223,215,408,399,49.95,1870.4
2024/5/1 5:54,126.7,40.86,482943,62.1,60.5,47.4,50.3,224,232,408,413,49.92,1851.3
2024/5/1 5:55,128.1,38.42,482418,59.1,64.3,50.7,49.2,229,220,411,361,49.96,1901.8
2024/5/1 5:56,130,40.89,468896,60.5,60.6,48.6,45.7,215,207,401,395,50,1849.4
2024/5/1 5:57,127.8,40.23,478281,60,57,48,48.5,204,203,386,404,49.85,1852.5
2024/5/1 5:58,126.5,41.78,494054,59.6,61.7,48.1,52.4,214,219,401,397,49.59,1898.3
2024/5/1 5:59,125.7,38.92,475894,57.9,58.7,48,51,207,204,396,393,50,1865
2024/5/1 6:00,126.9,42.3,478668,57.7,62.2,49.8,51.3,208,230,386,391,49.9,1886.9
2024/5/1 6:01,127.5,44.85,476928,60.9,62.6,47.2,47.1,235,218,414,388,50,1841.1
2024/5/1 6:02,129.3,40.76,480611,57.9,60.8,48.9,49.5,223,217,394,391,50,1859.2
2024/5/1 6:03,126.4,42.05,476688,56,57,47.8,50.7,222,204,399,385,49.76,1812.8
2024/5/1 6:04,130.4,42.79,485293,59.5,58.6,47.5,48.9,228,223,387,393,49.83,1811.4
2024/5/1 6:05,126.1,40.07,483024,62.5,62.3,49.7,51.2,223,229,396,386,50,1928.3
2024/5/1 6:06,131.6,41.65,487679,54,63.6,46.9,47.1,238,214,407,409,50,1789.2
2024/5/1 6:07,130.7,41.14,473129,59,59.7,49.8,49.2,190,226,421,386,50,1879.5
2024/5/1 6:08,128.3,41.37,478859,60.9,59,49.4,47.6,203,210,379,415,49.99,1881.2
2024/5/1 6:09,125.7,39.2,479821,55.9,57.2,51.5,51.8,207,215,397,408,49.84,1842.3
2024/5/1 6:10,128.1,41.21,485318,59.2,57.3,45.3,48.7,199,240,359,410,49.74,1799.4
2024/5/1 6:11,127.6,42.41,475372,57.3,60.1,50.8,48.4,217,211,391,396,49.76,1862.6
2024/5/1 6:12,126.2,44.81,489088,57.6,61,48.2,46.5,217,222,398,383,50,1808.4
2024/5/1 6:13,128.6,43.59,491299,58.8,56.6,45.2,50.5,239,211,398,376,49.44,1798.2
2024/5/1 6:14,126.9,46.59,473942,57.4,61.3,47.5,49.7,226,219,416,406,50,1827.5
2024/5/1 6:15,127.1,39.31,477971,57.2,62.4,49.8,48.8,209,224,394,395,50,1875.6
2024/5/1 6:16,127.9,43.42,477687,59.5,60.9,48.6,50,221,205,415,391,50,1882.8
2024/5/1 6:17,127.3,41.71,503046,64.1,62.9,51.5,51,194,207,399,404,50,2006.6
2024/5/1 6:18,131.3,46.75,478592,61.1,60.3,48.1,49.2,217,222,390,428,50,1861.6
2024/5/1 6:19,127.4,39.26,495497,61.7,60.4,48.8,49.7,217,217,399,397,49.76,1888.8
2024/5/1 6:20,128.9,39.2,471987,61.2,60.3,48.5,49.9,205,230,398,410,49.46,1876.7
2024/5/1 6:21,128.4,39.82,474247,58.2,62.4,46.8,45.3,213,219,399,395,49.92,1824.9
2024/5/1 6:22,128.8,36.02,476715,60.3,60.7,48.8,49.8,207,238,388,408,49.87,1863.4
2024/5/1 6:23,128.9,40.03,475487,61.8,58.6,48.4,45.6,204,224,388,398,50,1845.8
2024/5/1 6:24,129.6,39.46,480153,61.3,60.5,49,48.8,224,238,410,407,50,1845.5
2024/5/1 6:25,128.7,41.75,476670,60,60.5,49,50,228,236,409,404,50,1827.8
2024/5/1 6:26,128.6,42.24,475829,60.7,59.2,48.8,45.2,222,208,387,389,49.99,1837.1
2024/5/1 6:27,128.4,46.09,491695,64.6,61.7,49,48.9,210,233,395,380,50,1929.9
2024/5/1 6:28,128.1,43.79,492261,61.3,59.9,51,48.1,208,227,401,370,49.8,1882.9
2024/5/1 6:29,126.9,39.99,490108,59,61.1,46.9,48.3,211,226,406,402,49.45,1831.8
2024/5/1 6:30,128.2,39.2,486749,59.5,60.7,47.4,50.4,213,230,399,413,50,1863.1
2024/5/1 6:31,128.7,42.69,483342,57.6,58.2,51.7,52.6,205,212,410,404,50,1892.7
2024/5/1 6:32,128.9,38.18,478667,64.4,57.7,51.4,50.3,228,220,396,413,49.72,1900.1
2024/5/1 6:33,128.6,46.07,475061,62.9,58.3,49.4,48.9,213,211,415,417,49.87,1885.3
2024/5/1 6:34,128,44.46,485633,59.9,59.5,52.9,46.2,225,243,427,403,50,1828
2024/5/1 6:35,128.3,40.35,473382,64.1,62.9,49.8,51.6,199,207,398,370,50,2014.6
2024/5/1 6:36,127.5,37.25,474862,61,59.6,52.6,48.5,207,200,401,383,49.65,1942.8
2024/5/1 6:37,128.8,44.94,492080,58.8,60.5,51.8,45.5,226,206,385,389,49.89,1862.6
2024/5/1 6:38,128,41.28,498104,61.5,61.5,52.1,46.5,226,215,395,380,49.59,1897.6
2024/5/1 6:39,128.6,44.67,486087,60.5,59,46.6,46.3,201,215,399,377,50,1843.1
2024/5/1 6:40,129.9,37.61,491835,61.4,58.9,50.2,46.6,219,226,405,396,50,1842.5
2024/5/1 6:41,127.3,40.11,481058,57,61.8,48.7,50.9,220,216,394,383,49.99,1875
2024/5/1 6:42,129.3,41.64,472366,58.1,60.9,46.2,49.3,207,210,406,387,49.99,1863.2
2024/5/1 6:43,128.5,41.76,488006,62.7,58.6,51.5,50,220,222,392,400,50,1902.3
2024/5/1 6:44,131.4,40.53,487705,63.1,58.9,51.3,43.3,197,230,409,386,49.61,1869.8
2024/5/1 6:45,128.1,43.22,483765,62.6,59.9,48.6,50.4,205,218,402,398,50,1904
2024/5/1 6:46,129.5,39.01,481294,64.2,60.4,47.6,50.1,223,226,401,394,50,1896.5
2024/5/1 6:47,128.5,41.34,490972,60.9,62.2,49,45.3,216,217,391,410,49.83,1861.6
2024/5/1 6:48,126.4,42.01,475430,60.8,60.8,45.3,46.4,217,213,396,389,49.87,1842.5
2024/5/1 6:49,127.7,43.01,477167,57.9,57.8,46.2,51.2,214,224,392,381,50,1823.2
2024/5/1 6:50,129.8,43.52,475333,58.6,58.2,48.3,47.7,222,219,407,393,49.93,1802.2
2024/5/1 6:51,127.8,38.94,484119,55.8,60.4,50.1,50.9,223,228,381,423,50,1828.6
2024/5/1 6:52,125.1,37.93,474777,59.1,60.1,48.5,48.9,225,234,389,415,49.62,1815
2024/5/1 6:53,128.4,44.98,478047,55.7,58.1,47.8,47.9,217,215,411,417,49.69,1776
2024/5/1 6:54,126.9,42.63,477915,61.9,61.9,47.2,48.6,211,224,399,402,50,1879.4
2024/5/1 6:55,128.7,39.94,481517,60.6,55.3,53.8,44.9,209,229,412,399,50,1818.5
2024/5/1 6:56,130.8,45.7,471743,55.7,60.5,46.8,49.7,203,221,407,385,50,1824.3
2024/5/1 6:57,129.7,42.13,484380,59.4,56.7,45.2,46.5,211,222,408,403,49.7,1770.2
2024/5/1 6:58,130.8,44.8,493701,63.7,61.6,47.8,45.2,209,218,402,381,50,1894.2
2024/5/1 6:59,127.7,42.04,484846,59.5,59.3,49.9,45.9,235,219,389,395,49.82,1817
2024/5/1 7:00,128.3,47.04,496133,57.8,61.3,49.1,47.1,204,222,398,402,49.79,1857.9
2024/5/1 7:01,127,46.29,494514,56.2,59,47.4,50.1,229,209,382,390,50,1813.9
2024/5/1 7:02,127.5,41.29,490104,56.3,62.5,49.3,47.3,213,196,395,402,50,1869.3
2024/5/1 7:03,127.2,44.36,484519,60.9,56.1,51.1,50.4,214,215,391,391,49.95,1871.2
2024/5/1 7:04,126.6,43.55,484141,59,61.6,49.3,50.7,221,214,375,366,49.6,1896.1
2024/5/1 7:05,130.6,45.38,490110,59.1,58.6,49.2,50.8,199,236,402,406,49.32,1856.2
2024/5/1 7:06,125.4,39.56,480906,59,60.6,49.2,52.6,207,220,401,405,49.72,1890.8
2024/5/1 7:07,130.6,43.7,469018,59.6,60.7,47.4,49.9,201,223,412,390,49.95,1878.7
2024/5/1 7:08,130.5,44.64,488053,57.4,57.1,49.8,50.1,212,211,383,396,49.78,1833.7
2024/5/1 7:09,129.4,37.61,475108,60.5,61.8,51,47.6,205,209,410,427,49.87,1903.6
2024/5/1 7:10,126.9,39.07,476498,57,60.6,51.6,44.3,232,206,369,406,50,1837.6
2024/5/1 7:11,126.3,36.94,484235,58.3,60.1,49.8,49.6,209,201,396,390,50,1889.4
2024/5/1 7:12,127.8,41.38,483511,61.9,60.6,49,46.2,188,225,421,402,50,1878.5
2024/5/1 7:13,129.6,43.86,473014,60.6,60.1,52.7,46.1,212,220,397,404,50,1873.1
2024/5/1 7:14,128.7,45.84,485673,61.2,61.5,49.2,46.6,226,234,389,394,50,1840.3
2024/5/1 7:15,127.1,42.28,492116,64.2,58.9,48,50.2,236,223,396,395,50,1884
2024/5/1 7:16,130.4,46.18,475398,59.8,61.5,47.6,50.9,214,219,408,376,50,1875.6
2024/5/1 7:17,131.2,38.67,494643,59.9,61,47.3,49.3,210,193,394,396,50,1904.1
2024/5/1 7:18,128.3,37.88,472020,59.4,59.5,47.9,46.7,216,239,402,382,49.74,1798.9
2024/5/1 7:19,128.9,42.01,501477,59,63.6,52.8,48.4,221,217,402,383,50,1919
2024/5/1 7:20,126.4,43.13,481286,57.9,60.8,47.4,51.8,203,191,404,392,49.97,1912.2
2024/5/1 7:21,128.1,42.1,485779,60.1,60.3,52,48.4,213,219,410,403,50,1882.1
2024/5/1 7:22,129.5,37.03,469515,60.6,61,48.5,48,216,207,421,374,49.76,1880.5
2024/5/1 7:23,129.2,41.99,484191,60.7,59.7,51,51.7,217,206,399,393,49.48,1914.8
2024/5/1 7:24,128,38.96,486553,60,62.3,46.8,53.5,215,220,401,380,49.79,1913.5
2024/5/1 7:25,128.3,43.91,484073,61.8,59.9,48.9,48.3,205,209,383,423,49.79,1882.3
2024/5/1 7:26,128.1,43.17,480295,60,61.6,45.7,45.7,221,229,409,380,49.7,1816.4
2024/5/1 7:27,128.3,39.91,477264,59.1,57.8,49,49.1,216,215,414,396,49.95,1834.1
2024/5/1 7:28,129.4,40.99,493917,58.1,56.3,50.5,48.3,216,221,406,383,50,1811
2024/5/1 7:29,125.8,39.64,485156,56.8,60.7,50.9,51.9,204,223,381,402,49.96,1896.9
2024/5/1 7:30,128.7,42.15,497272,62.8,59.2,49,46.4,224,220,393,370,50,1869.1
2024/5/1 7:31,129.3,44.71,480770,58.5,59.5,48.3,47.1,205,219,398,415,50,1816.9
2024/5/1 7:32,127.9,39.87,481540,58.1,55.3,49.2,48.2,236,218,387,427,49.5,1774.4
2024/5/1 7:33,128.1,43.61,491579,59.1,63.3,47.8,50.4,202,234,423,411,50,1881.1
2024/5/1 7:34,128.1,41.04,472106,59.4,60.2,47.8,46.9,226,227,403,399,50,1809.7
2024/5/1 7:35,128.1,40.39,475418,63.2,62.6,48.2,51.1,194,208,409,393,50,1972.5
2024/5/1 7:36,128.8,42.12,493942,59.3,57.2,49.4,48,190,203,409,385,49.8,1868.7
2024/5/1 7:37,129,39.81,475822,65.2,60.2,51.9,46,210,207,399,382,50,1934.7
2024/5/1 7:38,125.7,41.03,470680,60.1,60.8,51.6,47.3,190,222,383,390,50,1916.1
2024/5/1 7:39,129.8,39.44,500216,64.1,60.2,48.4,46.3,225,203,407,404,49.91,1889.7
2024/5/1 7:40,128.4,47.36,474153,61.8,60.4,47.4,46.4,216,209,422,391,50,1848.7
2024/5/1 7:41,131.8,42.55,486811,60.7,57.2,47.5,52.8,233,201,393,395,49.87,1860
2024/5/1 7:42,127.1,40.72,485926,63.1,60.6,46,49.3,215,228,391,401,49.69,1875.5
2024/5/1 7:43,127.6,43.02,462923,62.2,58.3,50.5,51.1,220,225,408,409,49.71,1877.9
2024/5/1 7:44,128.6,42.22,483305,61.3,58.8,46.2,48.2,213,227,409,420,49.63,1811.5
2024/5/1 7:45,129.5,41.96,489065,64.6,60,44.5,50.2,206,211,412,378,49.66,1905.8
2024/5/1 7:46,126,44.06,488347,59,59.3,50.5,47.4,212,196,396,422,50,1870.7
2024/5/1 7:47,127.7,44.43,492775,58,59.4,50.4,52.4,202,207,396,414,50,1891.5
2024/5/1 7:48,129.8,41.23,482481,58.7,62.3,46.8,48.5,221,201,366,407,50,1870.9
2024/5/1 7:49,127.5,41.13,491315,63.5,59.7,49.6,47.3,213,200,399,394,49.81,1915.9
2024/5/1 7:50,131,41.89,480134,62.9,59.2,46.4,46.5,216,230,391,393,49.87,1834.1
2024/5/1 7:51,128.3,36.84,474399,59,59.8,48.8,46.7,251,214,371,411,49.98,1815.4
2024/5/1 7:52,127.6,38.82,475335,55.3,57.8,49.7,46.5,212,220,421,394,50,1772.6
2024/5/1 7:53,129.9,46.04,474053,59.6,60.3,50.4,52.5,221,230,401,374,50,1904.8
2024/5/1 7:54,131.4,46.75,493860,58,61.5,49.8,48.6,216,205,377,396,50,1878.3
2024/5/1 7:55,129.6,42.02,473701,59,60.7,45.2,48.4,231,224,403,391,50,1800.5
2024/5/1 7:56,130.9,44.1,488043,57.9,60.1,49.6,55.6,220,199,420,411,50,1920.2
2024/5/1 7:57,131.5,43.45,483756,56.8,61.2,53.4,52.1,214,220,413,382,49.69,1903
2024/5/1 7:58,127.6,50.38,485095,63.8,58.9,49.8,46.5,244,230,410,427,50,1825.5
2024/5/1 7:59,130.4,45.5,496858,58.7,60.1,46.3,51.7,207,203,383,397,50,1876.2
2024/5/1 8:00,126.7,42.39,482475,62.9,62.8,47.6,48.3,215,227,392,378,49.58,1897
2024/5/1 8:01,129.6,40.34,490908,59.6,59.5,48,48.8,228,220,388,399,50,1826.9
2024/5/1 8:02,128.9,38.72,486348,57.8,61.3,44.4,47.9,207,212,398,403,49.73,1827.2
2024/5/1 8:03,130.9,43.26,484864,61.1,61.3,49.2,48.7,226,203,407,413,49.94,1884.9
2024/5/1 8:04,130.8,40.88,504512,59.3,58.6,48.3,47.8,211,220,403,399,50,1829.9
2024/5/1 8:05,129.9,39.23,474614,59.7,61.4,48.4,48.4,229,223,387,400,50,1831.7
2024/5/1 8:06,129.5,41.18,496489,60.4,58.9,48.8,48.2,229,213,396,399,50,1846.1
2024/5/1 8:07,129.8,40.1,491460,58.5,60.9,47.6,50,216,205,411,384,50,1871.9
2024/5/1 8:08,129.2,47.04,482404,56.8,58.8,50.8,50.1,205,226,404,399,49.88,1852.3
2024/5/1 8:09,129,45.04,499306,60,60.7,49.4,49.3,212,231,403,398,50,1860.6
2024/5/1 8:10,131.2,42.83,471518,62,60.4,48,52,217,229,388,390,50,1884
2024/5/1 8:11,131.4,46.56,482161,58.3,60.3,49.9,51.2,228,236,400,376,50,1854.8
2024/5/1 8:12,128.9,43.07,476698,60.4,60.6,49.8,51.7,221,209,385,394,50,1916.1
2024/5/1 8:13,129.5,40.73,489694,63.1,59,47.2,47.6,224,200,388,406,50,1873.6
2024/5/1 8:14,129.2,46.71,477524,59.9,57.8,48.7,46.8,221,222,381,416,50,1807.3
2024/5/1 8:15,126.7,44.26,489924,60.3,60.3,48.7,49.6,227,212,419,396,50,1863.4
2024/5/1 8:16,128.6,40.33,484998,60.2,62.3,47.9,49.9,215,229,420,397,50,1878.9
2024/5/1 8:17,131.5,42.46,482686,58.8,61.3,46.4,47.1,219,205,386,395,49.98,1847.8
2024/5/1 8:18,128,40.76,489660,58.1,61,47.8,49.7,218,206,389,402,50,1862.7
2024/5/1 8:19,132.3,39.51,484433,58.2,59.1,51.6,45.6,212,218,395,393,50,1835
2024/5/1 8:20,130.9,45.29,477903,60.9,60.5,47.8,48.4,229,219,413,405,,1844.7
2024/5/1 8:21,129.8,47.76,509053,61.7,58.5,50.9,46.5,229,225,406,371,49.95,1843.6
2024/5/1 8:22,130,39.51,482775,61.8,59.3,49,49.9,232,216,415,405,50,1857.2
2024/5/1 8:23,127.8,44.42,468961,59.4,60.9,49.4,50.7,208,194,419,393,50,1914.8
2024/5/1 8:24,128.8,41.4,479995,62.3,56.5,46.6,44.9,221,259,404,397,49.8,1750
2024/5/1 8:25,131.3,41.83,476623,60.8,63.6,51.4,42.9,230,218,402,379,50,1878.4
2024/5/1 8:26,128.3,41.58,493400,60.3,57.5,53.2,52.3,235,252,415,398,49.78,1844.5
2024/5/1 8:27,130.8,40.91,489393,53.5,63.9,47.7,46.7,199,216,412,405,50,1829.3
2024/5/1 8:28,127.1,43.2,490039,58.5,58.5,51.7,48,217,205,411,412,50,1856
2024/5/1 8:29,127.4,41.02,483918,57.1,58.5,46.6,47,215,214,404,399,49.96,1782.1
2024/5/1 8:30,132.1,43.78,484673,61.4,59.4,49,51.4,236,231,411,403,50,1855
2024/5/1 8:31,129.2,42.99,483969,60.4,59.3,46.8,51,191,225,395,406,49.92,1888.4
2024/5/1 8:32,128.4,42.54,486316,58,59,49.9,48.4,205,221,392,390,50,1843.8
2024/5/1 8:33,131.3,40.88,493677,60.8,59.4,48.7,50.5,235,217,395,414,50,1854.2
2024/5/1 8:34,131.1,41.72,489711,57.3,60.4,49,49.7,212,219,426,382,49.59,1850.6
2024/5/1 8:35,130.6,45.06,491052,58.1,58.4,51.7,49.7,202,216,386,408,50,1868.2
2024/5/1 8:36,128.4,44.44,491075,58.8,61.9,51.6,50.4,236,232,410,385,49.7,1882.2
2024/5/1 8:37,128.8,40.75,494183,61.3,63,48.8,49.1,200,228,423,382,49.85,1913.9
2024/5/1 8:38,129.8,43.46,489440,63,56.3,51.3,48.1,230,206,404,389,50,1868.9
2024/5/1 8:39,130.3,45.1,490034,59,63.9,51.4,50.9,199,200,395,406,49.5,1967.8
2024/5/1 8:40,128.5,39.06,496701,62.9,61.8,51.3,49.4,200,203,405,386,49.33,1980
2024/5/1 8:41,129.6,44.61,481898,60.3,60.7,49.4,49.1,220,213,393,409,49,1882.2
2024/5/1 8:42,129.7,41.6,480400,60.7,59.1,49.8,49.3,207,220,388,399,50,1882.1
2024/5/1 8:43,131.3,44.7,477786,60.1,60.6,48.6,47.9,221,217,415,385,49.96,1855.9
2024/5/1 8:44,130.5,41.38,488764,59.8,62,53.8,46.5,239,225,414,396,50,1867.3
2024/5/1 8:45,127.1,38.79,472497,61.1,65.5,49.9,47.9,216,217,395,408,50,1932.6
